epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.7499724966892297,0.5707540310987272,0.5199020680664592,0.6409303871871481,0.7741946792428507
1,0.0001,0.4325215559290803,0.6636867989043107,0.3868766452880264,0.659867651741192,0.786786690108862
2,0.0001,0.3720697588678719,0.6894916177408992,0.30975679648404864,0.7236539908777205,0.833040809604364
3,0.0001,0.34368159136046533,0.7126947757815181,0.32495778471748266,0.7079741190870226,0.8212143795634833
4,0.0001,0.3208669831139454,0.7247124775966282,0.2819732071864123,0.7342038884035519,0.8404476106979017
5,0.0001,0.305221116197282,0.7354223182260593,0.2960067417235733,0.7460173354627522,0.8492162316892004
6,0.0001,0.30021006976780684,0.7389953404279161,0.2640338112853166,0.7596397703209892,0.8578296851839027
7,0.0001,0.28579230697258656,0.7464220038209048,0.25230543952801326,0.7693967597858586,0.864554910343401
8,0.0001,0.2778292432859324,0.7526401410914502,0.24967614703440252,0.7720903926088193,0.8671133208736219
9,0.0001,0.27405888956526053,0.7508690931541514,0.24283121999977642,0.7707306626814129,0.8655750557912616
10,0.0001,0.2623668927645338,0.7643128765760119,0.24852095001694785,0.7638937839999547,0.8609029097479792
11,0.0001,0.26114376537177875,0.7660093098038167,0.23991461012060242,0.7707249063833777,0.8649697349544192
12,0.0001,0.2513990631354028,0.7735113482583598,0.24088818498085,0.771938322618283,0.8664006764071043
13,0.0001,0.2511282003876092,0.7759461121035865,0.23243778728680803,0.7818038504882672,0.8732355987057845
14,0.0001,0.24104178195846254,0.7814173581873588,0.22315287770908002,0.7878032343382625,0.8766756856168639
15,0.0001,0.2429350735052772,0.7769281180347621,0.23890502931754712,0.7754087534519495,0.8691489853648923
16,0.0001,0.23543243654396223,0.7823291105242723,0.2390901206028944,0.7776398071624206,0.8699916556128562
17,0.0001,0.23383050896767257,0.7852840289412045,0.2234039774347592,0.7920765422367556,0.8803421477756782
18,0.0001,0.2322734329579533,0.783372124218446,0.2544212579899441,0.7571685851971512,0.8557120282094057
19,0.0001,0.23043381828760756,0.7879749930123838,0.22547971780245016,0.788823260576277,0.878034294058866
20,0.0001,0.22371369747148043,0.7945247170938209,0.23414778106474463,0.7724918662345873,0.8672784861335491
21,0.0001,0.21866017329520074,0.7944904344695661,0.23084220858667628,0.7803418511967805,0.872756752310196
22,0.0001,0.2218017405141955,0.7916814425575519,0.21951252928358972,0.7908861528730975,0.878974750433185
23,0.0001,0.21750403787346853,0.7995171349244462,0.22615813743861424,0.7865490567538949,0.8764355218931396
24,0.0001,0.21969427863756816,0.7911591645134266,0.22665508659933345,0.7762510988963875,0.8690788876064356
25,0.0001,0.21514652745015378,0.796961058524501,0.2163858838336316,0.7926679963011007,0.880670110935352
26,0.0001,0.21730008721351624,0.7988253534009742,0.24056553211859885,0.7606632949372405,0.8590653323366785
27,0.0001,0.20996519480494485,0.7999302889084687,0.21896718020384023,0.7898858568329714,0.8784100052873526
28,0.0001,0.2109913911940395,0.7971187210126996,0.3203473770721799,0.7175310690742942,0.8280918929585296
29,0.0001,0.20650945940743323,0.8053183446244606,0.21543613713600732,0.7915477282017113,0.8796333689663849
30,0.0001,0.19956481255914854,0.812004724367503,0.23048418407150775,0.7720421169126234,0.8660532330901333
31,0.0001,0.21122099016455637,0.800328525734654,0.228327392325925,0.7868679844894041,0.8753296878247462
32,0.0001,0.2072453248112098,0.8036252643874642,0.20388606759165065,0.8046480147673346,0.8883790168404673
33,0.0001,0.19860658125169034,0.8064828445133495,0.22944379705569648,0.781410423801617,0.8725893682350473
34,0.0001,0.2037304012239843,0.8061640493460993,0.23070887015389568,0.7846605326287626,0.8743644277025505
35,0.0001,0.2036043616524641,0.8074111188182209,0.21198561227735066,0.7959615757923914,0.8824451678844155
36,0.0001,0.1971221924044084,0.8112623021207276,0.21173827065897816,0.7946333966804452,0.8817753233058967
37,0.0001,0.1967272874885711,0.8102024777998295,0.21166369629044063,0.799046507963457,0.8841042380601719
38,0.0001,0.19368076456197794,0.811565413810585,0.2020344120918671,0.8039757280358828,0.8872844074065049
39,0.0001,0.19242953403272492,0.814102525749119,0.20306888420802321,0.8052999394722722,0.888337305649916
40,0.0001,0.19236337369766787,0.8123031397237145,0.1998301721204912,0.804503640149647,0.8886004892025163
41,0.0001,0.19539382903688196,0.8131666272294613,0.23618838397753722,0.7761004533793214,0.8688046085156503
42,0.0001,0.19035041984440623,0.8153970440326261,0.20611775894730078,0.7974993398118732,0.8835422929201856
43,0.0001,0.18886006892375323,0.8154352295130165,0.22129038131305936,0.789727690299871,0.878187906963616
44,0.0001,0.18825969130232714,0.8175831227379952,0.2100895413256794,0.7958284454925906,0.8818845192401769
45,0.0001,0.18687119544416234,0.8180487470935001,0.21359237787351443,0.8050817087135772,0.8886606228232234
46,0.0001,0.18569698489230613,0.8209008987138162,0.2101376143666361,0.7982767078497426,0.8837234648757378
47,0.0001,0.18801324864228566,0.8196489952996692,0.20960579011481623,0.8069662437858955,0.8897144197876636
48,0.0001,0.19041765480153802,0.8192162849135839,0.20359125199345496,0.8014412213644342,0.8853301464891198
49,0.0001,0.1844349712781284,0.820691951511775,0.2048531833583909,0.8035920310143154,0.8872895189593976
50,0.0001,0.18505136741028316,0.8228636057110944,0.20145735144615173,0.805067688829717,0.8887192049559456
51,0.0001,0.1834776956749999,0.823303477305741,0.20417644832864662,0.8032407640327442,0.8875705512808424
52,0.0001,0.18374934246142705,0.8206410785734893,0.2521274414537959,0.7650831528124,0.8612753665363695
53,0.0001,0.1806646071266437,0.8243131093704661,0.19585229396131,0.813845227026542,0.8943054967142602
54,0.0001,0.18137259476858636,0.8244053555845231,0.21321474816757818,0.7996666637773228,0.884779381845972
55,0.0001,0.18475644476171854,0.8209045334350912,0.2068873784273346,0.7993871841446712,0.8845333002777688
56,0.0001,0.18089453802592512,0.8236232212466236,0.19897281649829335,0.8103277185626612,0.8917416338333461
57,0.0001,0.17553064269216165,0.8316241882802673,0.23104244539503418,0.7703467930429382,0.8650108658478974
58,0.0001,0.18063387934496436,0.8245280098714747,0.20515449086710208,0.8073812856268716,0.8903201845559773
59,0.0001,0.17851527406685594,0.8258713037704876,0.20536397905708048,0.8035391256120493,0.8871368321970856
60,0.0001,0.17796621933795403,0.8256984806461984,0.19915803853487005,0.807230349792969,0.8896288549091493
61,0.0001,0.17761467496554056,0.8293185739789407,0.19151214161360194,0.8169204588300826,0.8960945789786439
62,0.0001,0.18421533194141113,0.8232085855135377,0.20588072858793888,0.8000027866626556,0.8851261728204082
63,0.0001,0.17763000538815624,0.8279587580335639,0.19657432421438956,0.808580749118235,0.8906675962723382
64,0.0001,0.1728439231497654,0.8328792822218901,0.20865334889103224,0.8056758655143553,0.8892982763710484
65,0.0001,0.17866060992945795,0.824960267201308,0.1958777352392329,0.8087803835268723,0.8907290965201772
66,0.0001,0.17332566710917846,0.828565278587595,0.19806853858377202,0.8107613571321354,0.8921536816153469
67,0.0001,0.17354219827962958,0.8311313997501435,0.19880707269114567,0.8084685961478487,0.8905609460340259
68,0.0001,0.1721935857033384,0.8314330066736932,0.20269749946676927,0.8075936816098565,0.8902571574895936
69,0.0001,0.17241402820184612,0.8306815876546657,0.20775714241011295,0.7995107856790261,0.884681830324542
70,0.0001,0.17293458558295083,0.8318524212786647,0.24718139798654987,0.7716668274455841,0.8655379546422863
71,0.0001,0.17293856614741726,0.8285711396958355,0.19691828901023534,0.8137759723326912,0.8940482606497221
72,0.0001,0.1692795960907487,0.8338875852137373,0.2044956207792194,0.8041943718183023,0.8875477258086131
73,0.0001,0.16381868564564248,0.8386578840475974,0.21065557407850474,0.802734575321064,0.8865884062629251
74,0.0001,0.1671505998874056,0.8364899287463579,0.20055595264269438,0.8108409926315281,0.892109047788265
75,0.0001,0.16906192461433617,0.8339049836087077,0.21852992922928982,0.7823255635419848,0.873526027262544
76,0.0001,0.1719327940889027,0.8284675757019422,0.2003808664104153,0.8088956271002651,0.8914827701486473
77,0.0001,0.1684130171070928,0.8349557718103027,0.20728436353578733,0.8026620769998778,0.8865373629315731
78,0.0001,0.16525811479575392,0.8389860996115145,0.19812985703435249,0.8099754211966506,0.8916893360717388
79,0.0001,0.16371575777513395,0.839117040708933,0.19535404994997674,0.8119817518471634,0.8928530051071639
80,0.0001,0.16569090025580446,0.8375159326160513,0.20454184263083286,0.8064696070639077,0.889134662870158
81,0.0001,0.1645838775496552,0.839554404377959,0.2074192869180889,0.8029484767067452,0.8864143679507228
82,0.0001,0.16499153083001358,0.8399501512251646,0.20223359746395508,0.8068280186724692,0.8887995462115644
83,0.0001,0.16572065463532573,0.8377025705004786,0.2039501679942787,0.8078216203381621,0.8900096867779737
84,0.0001,0.16594544634007025,0.8394251684726887,0.19503175462946037,0.8151167727788495,0.8950683194066619
85,0.0001,0.16326419952986898,0.8375331809454137,0.21964573825714906,0.7837437949566579,0.8752076908902352
86,0.0001,0.16216444437918456,0.838758096754833,0.1888757066402821,0.8170163503349048,0.8963718225361429
87,0.0001,0.16225241534951804,0.839998527676108,0.2024138196872149,0.8039400303410507,0.8878615941428356
88,0.0001,0.16357662512556367,0.8363497913555129,0.208895144865692,0.7974168856154303,0.883491142182815
89,0.0001,0.16095635402893674,0.8406912527228013,0.22007658655588339,0.7885272109687971,0.8762364256825161
90,0.0001,0.15913237253392953,0.8425463740222867,0.21047039467819853,0.8007118840105925,0.8856153541963018
91,0.0001,0.1599422426543374,0.8395694025841705,0.20146774978651477,0.8039630326800258,0.8873518941224495
92,0.0001,0.1585744974405869,0.8418070114157664,0.23142278271947983,0.7866015006119985,0.8757921052440555
93,0.0001,0.15958014689925787,0.842656647342409,0.1964061207681722,0.8118978559074014,0.8928166246987207
94,0.0001,0.15696093029734018,0.844716696877878,0.2175792726994939,0.7927428484812132,0.8803169621016669
95,0.0001,0.15989437349464583,0.841433624150491,0.199368269026624,0.8108739343039718,0.892782020130651
96,0.0001,0.15631097575676614,0.8444845675348069,0.20564299615132325,0.8024654207670698,0.8866864040962138
97,0.0001,0.15949145109541174,0.846094011260066,0.202560793285425,0.8068504645072249,0.8895675246553132
98,0.0001,0.1537227318122767,0.8485581718361074,0.19052892854447998,0.818114403255962,0.8972582290595412
99,0.0001,0.15654136568739793,0.8459078706032976,0.18854267903835098,0.8194358566402251,0.8975814986116252
100,0.0001,0.15788212131330934,0.8442984011851348,0.214012630671435,0.79844945217915,0.8843889921094574
101,0.0001,0.15786005189453345,0.8458456231021794,0.20052454521545784,0.8040210864047939,0.8880711814443788
102,0.0001,0.15350797960291737,0.8479330722703716,0.19818051641731593,0.8126547893511106,0.8936145228902371
