epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.7828377887260082,0.35172899625208043,0.8529834362176748,0.2030980540556853,0.31272749976234876
1,0.0001,0.777176326097444,0.3533004049839981,0.8920389560552744,0.1318328393888659,0.21018106557435037
2,0.0001,0.7966646073862563,0.33263645553670057,0.8140727519989014,0.21249019211722733,0.3278517981780121
3,0.0001,0.7882868536683016,0.33921868822662454,0.7957711751644428,0.3301070820240864,0.4810994027513856
4,0.0001,0.7895987460086512,0.34644338016873555,0.9068370718222398,0.12933222046334034,0.20948583857418787
5,0.0001,0.7935226954693018,0.3376378828926318,0.806179339152116,0.21956736493402973,0.33696714995175153
6,0.0001,0.783176627270011,0.34816137006216774,0.9022798831646259,0.1451268652612677,0.23265198585447822
7,0.0001,0.7992868035338646,0.3273250871665005,0.9968593854170579,0.07226124962236094,0.12097766301393535
8,0.0001,0.7875332984813425,0.3426598172304144,0.7937617228581355,0.2747606638935967,0.4097923888268106
9,0.0001,0.782178824724153,0.3498057317832017,0.8400373357992906,0.21041464188203438,0.3275215604937012
10,0.0001,0.7832471270893895,0.35177865550482723,0.9962973713874816,0.06961915593380474,0.11410745460654163
11,0.0001,0.7833962163259817,0.3554860183016549,0.8397010739033038,0.1867117667137203,0.29444269644985627
12,0.0001,0.780751412691072,0.35265176217676397,0.8185494496272161,0.27087297932100396,0.40832610169962136
13,0.0001,0.7877256849477458,0.35141941850463,0.8775228151908288,0.15891887044017247,0.25625790929760817
